age,sex,job,saving_accounts,checking_account,credit_amount,duration,purpose,marital_status,education_level,number_of_dependents,income,employment_status,existing_loans_count,credit_history_length,previous_defaults,credit_score,installment_rate,loan_type,interest_rate,collateral,default,loan_eligibility
36,female,management,rich,rich,2821,48,car,married,graduate,,,self-employed,2,23,0,648,,mortgage,7.38,guarantor,good,eligible
37,female,self-employed,little,rich,46400,34,,single,high school,0,53657,self-employed,0,18,0,420,0.03,car,5.77,none,bad,not eligible
50,male,skilled,quite rich,,25033,54,education,married,high school,2,133270,employed,0,,0,,,personal,16.64,none,bad,not eligible
37,male,skilled,quite rich,little,25009,8,repairs,divorced,postgraduate,0,109262,self-employed,2,25,0,507,0.03,education,6.97,none,bad,not eligible
66,male,unskilled,rich,little,41598,65,repairs,single,high school,1,129358,employed,1,26,0,773,0,personal,10.36,vehicle,bad,not eligible
29,male,,little,moderate,8794,71,education,single,high school,0,144553,employed,0,20,1,513,0,education,19.66,none,bad,not eligible
64,female,management,moderate,moderate,46821,31,furniture,single,phd,0,72841,self-employed,0,21,0,634,0.02,business,11.14,property,bad,not eligible
18,female,unskilled,little,rich,38601,52,business,married,graduate,1,17931,self-employed,2,6,0,376,0.04,mortgage,7.12,none,bad,not eligible
43,female,unskilled,quite rich,,25559,47,radio/TV,married,high school,1,116951,employed,,10,0,449,0,mortgage,15.35,guarantor,bad,not eligible
31,female,management,little,little,,36,car,,graduate,0,64694,employed,0,0,0,551,0.01,education,17.15,none,bad,not eligible
55,male,skilled,moderate,moderate,41126,27,domestic appliances,divorced,graduate,2,18635,self-employed,0,21,0,512,0.08,mortgage,9.19,none,bad,not eligible
54,female,unskilled,little,moderate,21203,22,,married,postgraduate,2,55252,unemployed,0,1,,797,0.02,mortgage,17.14,none,bad,not eligible
28,female,skilled,little,moderate,38657,25,business,single,graduate,1,79017,unemployed,1,13,0,328,0.02,mortgage,9.07,property,bad,not eligible
53,female,skilled,moderate,moderate,3705,13,domestic appliances,single,postgraduate,0,76953,self-employed,0,9,0,812,0,personal,15.4,none,good,eligible
30,female,skilled,quite rich,rich,35429,,business,single,high school,0,97776,employed,0,2,0,372,,mortgage,6.87,none,bad,not eligible
60,male,management,moderate,moderate,18348,43,car,married,graduate,2,83212,employed,0,13,0,,0.01,,11.42,vehicle,good,eligible
20,female,management,quite rich,rich,33911,58,radio/TV,single,high school,0,82547,retired,2,4,0,351,0.01,education,12.81,none,bad,not eligible
50,male,skilled,little,rich,15486,33,car,married,high school,1,64565,employed,1,16,0,621,0.01,personal,15.88,none,bad,not eligible
23,male,self-employed,moderate,moderate,12128,34,radio/TV,married,graduate,1,65153,employed,2,6,0,525,0.01,personal,14.75,none,good,eligible
67,male,skilled,moderate,little,38619,16,domestic appliances,married,high school,1,125095,unemployed,1,0,0,361,0.02,business,17.8,none,bad,not eligible
27,female,management,little,little,5053,52,furniture,single,graduate,1,109281,employed,2,23,0,318,0,business,7.76,none,bad,not eligible
22,female,skilled,moderate,moderate,7018,50,radio/TV,married,postgraduate,0,58561,employed,0,10,0,610,0,mortgage,14.92,vehicle,bad,eligible
40,female,management,moderate,little,38991,23,other,married,graduate,,97473,employed,4,27,0,740,0.02,personal,6.92,none,bad,not eligible
27,female,self-employed,moderate,rich,8446,55,business,single,high school,1,133022,employed,1,5,0,822,0,personal,12.17,property,bad,eligible
61,male,unskilled,quite rich,little,1110,54,furniture,single,graduate,1,139552,unemployed,1,15,,384,0,mortgage,12.87,none,bad,not eligible
19,female,self-employed,moderate,,4802,27,domestic appliances,married,postgraduate,3,33836,employed,1,26,0,838,0.01,education,5.41,property,good,not eligible
30,male,management,little,moderate,,50,education,married,graduate,2,70420,employed,1,13,0,302,0.01,personal,6.06,guarantor,bad,not eligible
57,male,management,little,little,34734,66,furniture,single,graduate,3,18911,employed,1,16,,542,0.03,business,17.59,none,bad,not eligible
19,male,unskilled,moderate,little,42376,26,radio/TV,married,high school,1,101216,employed,2,14,1,704,0.02,mortgage,9.3,none,bad,not eligible
37,female,management,little,little,15156,66,other,married,high school,1,83080,employed,0,13,,342,0,personal,10.19,none,bad,not eligible
,female,management,little,moderate,39504,,furniture,divorced,graduate,2,32289,employed,1,6,0,532,0.03,business,14.61,vehicle,bad,not eligible
54,male,skilled,moderate,little,46987,29,other,single,high school,,41346,self-employed,0,9,0,807,0.04,car,,none,bad,not eligible
26,male,self-employed,moderate,rich,19156,37,other,married,postgraduate,1,35644,,2,18,0,649,0.01,personal,7.89,guarantor,good,eligible
34,female,unskilled,little,little,42311,64,domestic appliances,single,graduate,1,38279,employed,1,6,0,739,0.02,mortgage,11.32,none,bad,not eligible
26,male,unskilled,quite rich,rich,5036,10,furniture,married,graduate,0,105446,employed,2,14,0,462,0,business,5.88,none,good,eligible
28,female,skilled,moderate,little,43474,21,domestic appliances,married,postgraduate,,58638,employed,2,26,,598,0.04,personal,18.75,none,bad,not eligible
32,female,skilled,little,,20356,16,education,single,postgraduate,1,123917,employed,0,23,0,320,0.01,business,19.1,none,bad,not eligible
41,male,skilled,quite rich,little,36910,40,radio/TV,married,graduate,2,44341,employed,4,25,0,309,0.02,mortgage,11.72,property,bad,not eligible
55,male,unskilled,moderate,little,45330,47,repairs,single,postgraduate,0,129660,employed,0,13,0,344,0.01,personal,8.14,property,bad,not eligible
52,,self-employed,moderate,moderate,16947,15,business,married,phd,2,128481,employed,0,14,0,302,0.01,mortgage,12.06,property,good,eligible
47,female,unskilled,moderate,little,46323,13,furniture,single,postgraduate,1,110957,retired,,18,0,342,0.03,education,6.5,property,bad,not eligible
48,male,unskilled,little,little,33827,31,repairs,married,postgraduate,,44979,unemployed,2,20,0,479,0.02,personal,10.97,vehicle,bad,not eligible
66,female,unskilled,moderate,moderate,35001,8,car,single,graduate,1,135576,self-employed,0,25,0,596,0.03,personal,6.1,vehicle,bad,not eligible
22,male,skilled,little,little,9361,64,business,married,graduate,1,116626,employed,1,15,1,676,0,business,15.59,none,bad,not eligible
61,male,self-employed,rich,little,20778,8,furniture,married,high school,0,75109,employed,0,1,0,406,0.03,personal,9.14,none,bad,not eligible
67,female,skilled,quite rich,moderate,2042,43,business,married,high school,1,119239,employed,0,29,0,729,0,education,12.81,none,good,eligible
31,female,management,moderate,rich,42731,7,repairs,single,high school,0,79356,retired,0,1,0,412,0.08,business,5.2,none,bad,not eligible
28,male,unskilled,little,little,2915,22,,married,,1,83226,employed,1,0,0,676,0,business,12.87,property,bad,not eligible
26,female,skilled,little,little,44251,41,business,single,graduate,0,113658,employed,2,15,0,346,0.01,car,5.05,property,bad,not eligible
51,male,skilled,little,rich,13405,7,repairs,married,high school,1,145298,employed,3,18,0,583,0.01,personal,18.88,property,bad,not eligible
29,male,skilled,moderate,little,22101,39,business,married,postgraduate,2,100808,self-employed,0,3,0,630,0.01,car,12.52,property,bad,not eligible
52,male,unskilled,little,rich,38655,32,car,married,postgraduate,1,117533,employed,1,2,0,535,0.01,education,6.5,none,bad,not eligible
52,female,skilled,moderate,little,22063,42,other,married,high school,1,128525,employed,,10,1,584,0,personal,10.12,none,bad,not eligible
18,male,,little,rich,41455,27,car,single,high school,0,107571,retired,1,23,0,739,0.01,car,5.69,property,bad,not eligible
57,male,management,rich,little,7143,19,car,married,postgraduate,1,98601,employed,2,16,0,548,0,car,12.96,none,bad,not eligible
39,male,skilled,little,rich,48935,28,other,single,postgraduate,0,78160,employed,0,4,0,356,0.02,business,6.84,vehicle,bad,not eligible
46,,unskilled,rich,little,24544,49,other,,postgraduate,1,15505,employed,0,22,0,,0.03,car,12.1,none,bad,not eligible
25,female,skilled,rich,moderate,11746,70,education,divorced,phd,0,17549,self-employed,0,28,1,373,0.01,car,9.58,property,bad,not eligible
28,female,unskilled,moderate,little,2958,66,domestic appliances,married,phd,1,61149,employed,0,8,0,418,0,personal,16.42,guarantor,bad,not eligible
58,male,management,quite rich,little,6528,60,domestic appliances,,graduate,0,23457,employed,1,0,1,590,0,personal,12.23,none,bad,not eligible
54,female,skilled,moderate,moderate,38715,55,repairs,,high school,0,135293,self-employed,1,24,0,632,0.01,business,17.72,none,bad,not eligible
31,male,unskilled,moderate,moderate,35216,17,car,divorced,postgraduate,0,132465,employed,0,26,0,357,0.02,personal,19.12,,bad,not eligible
,female,self-employed,little,rich,6806,20,repairs,single,high school,0,34587,self-employed,0,8,0,799,0.01,education,19.54,none,bad,not eligible
52,female,skilled,little,little,41519,22,domestic appliances,married,postgraduate,2,69354,unemployed,1,3,0,557,0.03,business,8.9,vehicle,bad,not eligible
38,male,,moderate,rich,41360,39,business,married,graduate,1,111911,employed,1,15,0,781,0.01,education,16.51,none,bad,not eligible
,female,skilled,moderate,little,28178,40,car,single,postgraduate,0,35312,employed,2,14,0,768,0.02,personal,11.57,none,bad,not eligible
22,male,,moderate,rich,25408,44,other,single,high school,0,76045,self-employed,1,9,0,625,0.01,,11.39,property,bad,not eligible
36,male,management,little,rich,12863,60,furniture,single,graduate,0,117764,unemployed,2,4,0,362,0,business,18.02,none,bad,not eligible
31,male,management,little,little,14566,64,car,widowed,graduate,1,147166,,0,15,0,479,0,car,7.19,property,bad,not eligible
43,,self-employed,little,rich,49397,10,other,single,postgraduate,1,87994,employed,1,5,0,530,0.06,mortgage,12.17,none,bad,not eligible
21,male,skilled,little,moderate,49044,35,car,married,high school,2,,self-employed,1,15,0,463,0.03,mortgage,13.89,none,bad,not eligible
42,female,skilled,little,little,33211,9,domestic appliances,married,postgraduate,0,80446,employed,1,3,0,659,0.05,personal,5.99,none,bad,not eligible
62,male,management,little,moderate,689,20,repairs,single,postgraduate,1,16572,employed,1,21,0,509,0,education,17.97,none,bad,not eligible
59,,unskilled,little,little,12252,40,radio/TV,married,graduate,0,94872,retired,3,20,0,745,0,business,9.72,vehicle,bad,not eligible
42,male,skilled,quite rich,moderate,7982,60,business,married,postgraduate,1,50378,self-employed,1,14,0,722,0,,14.85,none,bad,eligible
35,male,skilled,little,little,,71,other,single,graduate,1,72189,employed,2,2,0,432,0,personal,18.92,none,bad,not eligible
57,female,unskilled,moderate,little,25052,65,other,married,high school,2,36084,self-employed,0,18,0,502,0.01,education,15.8,none,bad,not eligible
25,male,skilled,little,little,1299,29,other,single,high school,1,107240,employed,1,8,0,766,0,personal,18.29,none,bad,not eligible
56,male,management,quite rich,moderate,25881,27,domestic appliances,single,postgraduate,1,70681,employed,3,4,1,752,0.01,mortgage,6.04,property,bad,not eligible
57,female,management,,rich,10434,49,repairs,married,graduate,1,32418,unemployed,1,15,0,302,0.01,personal,,none,bad,not eligible
31,male,unskilled,little,rich,19584,37,repairs,married,high school,0,84860,employed,1,26,1,388,0.01,education,13.47,none,bad,not eligible
49,male,unskilled,,little,42056,56,business,divorced,graduate,1,92168,self-employed,,2,0,350,0.01,mortgage,15.34,none,bad,not eligible
68,male,,little,little,10409,8,repairs,divorced,graduate,0,149075,self-employed,0,7,0,,0.01,personal,6.75,none,bad,not eligible
55,female,management,moderate,moderate,,37,other,married,high school,0,72468,employed,4,23,0,779,0.01,mortgage,14.85,,good,not eligible
50,female,unskilled,little,moderate,,7,,single,graduate,3,78211,self-employed,,13,0,432,0.08,business,7.19,property,bad,not eligible
40,female,management,rich,little,26368,64,other,single,,2,85012,employed,1,29,0,546,0,education,6.01,vehicle,bad,not eligible
32,female,unskilled,moderate,little,44058,19,education,single,high school,0,29259,employed,,28,0,,0.08,education,12.04,none,bad,not eligible
50,male,skilled,,moderate,14346,56,radio/TV,married,,1,59179,self-employed,1,2,1,458,0,business,14.01,none,bad,not eligible
42,male,skilled,quite rich,little,22757,16,furniture,married,graduate,1,90099,self-employed,0,15,1,764,0.02,education,19.37,vehicle,bad,not eligible
34,female,management,little,moderate,28513,15,furniture,single,high school,1,71980,employed,2,6,,449,0.03,education,15.48,none,bad,not eligible
50,male,unskilled,quite rich,moderate,37982,63,other,single,graduate,0,95170,employed,0,8,0,607,0.01,personal,13.87,none,bad,not eligible
64,male,skilled,moderate,rich,23375,39,business,married,high school,1,79283,employed,2,2,0,797,0.01,car,8.22,none,bad,eligible
19,male,unskilled,quite rich,moderate,25217,58,radio/TV,single,high school,1,61871,employed,1,7,1,604,0.01,personal,7.28,property,bad,not eligible
,male,management,little,little,,,business,married,high school,2,,employed,0,27,0,611,0.01,business,14.11,none,bad,not eligible
,female,management,quite rich,rich,36107,23,education,married,high school,1,35887,,1,11,0,842,0.04,business,8.34,none,bad,not eligible
57,male,unskilled,quite rich,moderate,36781,,repairs,married,high school,1,138493,employed,3,16,0,546,0.01,car,15.6,property,bad,not eligible
68,male,management,little,little,27826,12,business,single,postgraduate,1,134370,self-employed,0,27,0,534,0.02,personal,6.72,property,bad,not eligible
56,male,skilled,little,moderate,14101,50,,divorced,graduate,0,27802,employed,2,13,0,631,0.01,personal,,property,bad,not eligible
68,female,unskilled,little,little,1635,50,business,single,high school,1,83135,,0,15,1,470,0,personal,16.6,property,bad,not eligible
23,male,skilled,rich,moderate,23241,40,repairs,divorced,high school,2,19650,retired,,18,0,774,0.03,mortgage,17.47,none,bad,eligible
23,male,unskilled,little,little,,57,car,single,high school,0,115646,employed,1,27,1,664,0,mortgage,10.18,none,bad,not eligible
20,female,management,moderate,moderate,10601,26,furniture,divorced,postgraduate,0,53527,self-employed,1,3,1,304,0.01,,8.1,none,good,eligible
24,female,management,little,little,19131,33,education,married,graduate,3,52297,employed,,2,0,815,0.01,mortgage,19.37,vehicle,bad,not eligible
,,unskilled,little,little,7048,49,repairs,single,high school,1,39185,employed,,12,0,786,0,personal,16.42,,bad,not eligible
25,male,skilled,moderate,rich,37784,61,domestic appliances,married,graduate,1,127769,employed,,8,0,732,0,business,17.11,vehicle,bad,not eligible
,male,management,rich,moderate,37370,15,car,married,,2,141418,employed,0,12,1,611,0.02,personal,8.34,guarantor,bad,not eligible
69,male,self-employed,moderate,little,49485,28,education,single,high school,2,53418,employed,0,,0,800,0.03,mortgage,11.37,vehicle,bad,not eligible
32,male,skilled,quite rich,little,27715,53,business,single,graduate,0,19612,employed,0,11,0,554,0.03,car,6.02,,bad,not eligible
64,male,self-employed,moderate,little,37779,57,domestic appliances,married,graduate,3,95002,employed,0,25,0,,0.01,business,6.64,property,bad,not eligible
46,male,skilled,little,moderate,,20,business,married,high school,0,,employed,,20,0,610,0.01,education,8.31,none,bad,not eligible
50,male,skilled,little,moderate,26082,60,repairs,married,graduate,0,67211,employed,2,14,0,508,0.01,car,9.55,guarantor,bad,not eligible
69,female,management,moderate,moderate,14524,48,furniture,married,graduate,0,88105,retired,0,,0,624,0,car,19.96,property,good,eligible
47,female,skilled,rich,moderate,11913,55,repairs,married,graduate,2,45472,self-employed,3,2,0,790,0,education,11.33,none,bad,eligible
